2023-04-07 13:36:03.839 [main] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration - Located property source: [BootstrapPropertySource {name='bootstrapProperties-dandelion-web-dev.yaml,WEB'}, BootstrapPropertySource {name='bootstrapProperties-dandelion-web.yaml,WEB'}, BootstrapPropertySource {name='bootstrapProperties-dandelion-web,WEB'}]
2023-04-07 21:27:05.318 [ding_ding_robot.auth_code-4] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.91.129:5672]
2023-04-07 21:27:06.301 [email.marketing-7] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@b920e11: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2023-04-07 21:27:06.753 [main] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.91.129:5672]
2023-04-07 21:27:07.377 [ding_ding_robot.auth_code-3] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.91.129:5672]
2023-04-07 21:27:08.328 [sms.notice-7] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@7142fcbe: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2023-04-07 21:27:09.420 [sms.notice-8] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.91.129:5672]
2023-04-07 21:27:10.402 [email.marketing-6] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@6f5d812b: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2023-04-07 21:27:10.824 [main] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.91.129:5672]
2023-04-07 21:27:11.494 [main] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.91.129:5672]
2023-04-07 21:27:12.444 [ding_ding_robot.auth_code-4] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@73f4ee36: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2023-04-07 21:27:12.886 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closing ...
2023-04-07 21:27:12.896 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2023-04-07 21:27:12.916 [main] INFO  org.apache.catalina.core.StandardService - Stopping service [Tomcat]
2023-04-07 21:27:12.926 [main] INFO  o.s.b.a.l.ConditionEvaluationReportLoggingListener - 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
2023-04-07 21:27:13.545 [main] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Broker not available; cannot force queue declarations during start: java.net.ConnectException: Connection refused: connect
2023-04-07 21:27:13.546 [ding_ding_robot.auth_code-5] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.91.129:5672]
2023-04-07 21:27:14.494 [ding_ding_robot.auth_code-3] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@73f1de88: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2023-04-07 21:27:15.589 [email.marketing-9] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.91.129:5672]
2023-04-07 21:27:16.586 [sms.notice-8] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@a7106a: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2023-04-07 21:27:17.661 [sms.notice-9] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.91.129:5672]
2023-04-07 21:27:19.720 [email.marketing-8] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.91.129:5672]
2023-04-07 21:27:20.673 [ding_ding_robot.auth_code-5] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@584be38: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2023-04-07 21:27:21.791 [ding_ding_robot.auth_code-7] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.91.129:5672]
2023-04-07 21:27:22.752 [email.marketing-9] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@1bff83fd: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2023-04-07 21:27:23.813 [sms.notice-10] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.91.129:5672]
2023-04-07 21:27:24.794 [sms.notice-9] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@4ac70758: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2023-04-07 21:27:25.875 [ding_ding_robot.auth_code-6] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.91.129:5672]
2023-04-07 21:27:26.901 [email.marketing-8] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@34e354ff: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2023-04-07 21:27:27.932 [sms.marketing-2] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.91.129:5672]
2023-04-07 21:27:28.896 [ding_ding_robot.auth_code-7] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@374037d7: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2023-04-07 21:27:29.976 [sms.marketing-1] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.91.129:5672]
2023-04-07 21:27:30.976 [sms.notice-10] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@2beb7596: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2023-04-07 21:27:32.033 [sms.notice-12] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.91.129:5672]
2023-04-07 21:27:33.033 [ding_ding_robot.auth_code-6] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@5671e1d5: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2023-04-07 21:27:34.074 [ding_ding_robot.auth_code-8] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.91.129:5672]
2023-04-07 21:27:35.078 [sms.marketing-2] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@2a667f44: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2023-04-07 21:27:36.121 [email.marketing-11] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.91.129:5672]
2023-04-07 21:27:37.154 [sms.marketing-1] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@53ba7997: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2023-04-07 21:27:38.173 [sms.notice-11] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.91.129:5672]
2023-04-07 21:27:39.184 [sms.notice-12] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@5a9e6cb1: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2023-04-07 21:27:40.239 [email.marketing-10] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.91.129:5672]
2023-04-07 21:27:41.203 [ding_ding_robot.auth_code-8] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@1b5aea7c: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2023-04-07 21:27:42.302 [ding_ding_robot.auth_code-10] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.91.129:5672]
2023-04-07 21:27:43.234 [email.marketing-11] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@5183a81e: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2023-04-07 21:27:44.368 [sms.notice-13] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.91.129:5672]
2023-04-07 21:27:45.281 [sms.notice-11] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@7ef6ccf3: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2023-04-07 21:27:46.428 [sms.marketing-4] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.91.129:5672]
2023-04-07 21:27:47.343 [email.marketing-10] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@48079259: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2023-04-07 21:27:48.479 [sms.marketing-3] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.91.129:5672]
2023-04-07 21:27:49.423 [ding_ding_robot.auth_code-10] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@13524f03: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2023-04-07 21:27:50.543 [ding_ding_robot.auth_code-9] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.91.129:5672]
2023-04-07 21:27:51.492 [sms.notice-13] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@76dcb3f5: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2023-04-07 21:27:52.602 [main] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.91.129:5672]
2023-04-07 21:27:53.553 [sms.marketing-4] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@523a57ed: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2023-04-07 21:27:54.659 [sms.marketing-5] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.91.129:5672]
2023-04-07 21:27:54.659 [main] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Broker not available; cannot force queue declarations during start: java.net.ConnectException: Connection refused: connect
2023-04-07 21:27:55.638 [sms.marketing-3] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@4fc06d07: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2023-04-07 21:27:56.693 [sms.notice-15] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.91.129:5672]
2023-04-07 21:27:57.722 [ding_ding_robot.auth_code-9] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@798a351f: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2023-04-07 21:27:58.762 [ding_ding_robot.auth_code-11] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.91.129:5672]
2023-04-07 21:28:00.818 [email.marketing-13] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.91.129:5672]
2023-04-07 21:28:01.758 [sms.marketing-5] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@3b3be4fe: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2023-04-07 21:28:02.867 [sms.notice-14] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.91.129:5672]
2023-04-07 21:28:03.857 [sms.notice-15] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@6847216b: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2023-04-07 21:28:04.910 [email.marketing-12] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.91.129:5672]
2023-04-07 21:28:05.940 [ding_ding_robot.auth_code-11] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@588f3fcb: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2023-04-07 21:28:06.937 [ding_ding_robot.auth_code-13] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.91.129:5672]
2023-04-07 21:28:08.007 [email.marketing-13] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@36dc45ab: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2023-04-07 21:28:08.975 [sms.notice-16] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.91.129:5672]
2023-04-07 21:28:28.456 [main] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration - Located property source: [BootstrapPropertySource {name='bootstrapProperties-dandelion-handler-dev.yaml,HANDLER'}, BootstrapPropertySource {name='bootstrapProperties-dandelion-handler.yaml,HANDLER'}, BootstrapPropertySource {name='bootstrapProperties-dandelion-handler,HANDLER'}, BootstrapPropertySource {name='bootstrapProperties-ding-ding-robot-dev.yaml,HANDLER'}, BootstrapPropertySource {name='bootstrapProperties-sms-dev.yaml,HANDLER'}, BootstrapPropertySource {name='bootstrapProperties-email-dev.yaml,HANDLER'}, BootstrapPropertySource {name='bootstrapProperties-deduplicaiton-dev.yaml,HANDLER'}, BootstrapPropertySource {name='bootstrapProperties-discard-dev.yaml,HANDLER'}]
2023-04-07 21:28:28.461 [main] INFO  net.syl.dandelion.handler.HandlerApplication - The following 1 profile is active: "dev"
2023-04-07 21:28:29.166 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2023-04-07 21:28:29.168 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-04-07 21:28:29.187 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 7 ms. Found 0 Redis repository interfaces.
2023-04-07 21:28:29.327 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=c2941970-8a1c-3987-95a6-08d1230841e7
2023-04-07 21:28:29.704 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8082 (http)
2023-04-07 21:28:29.711 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8082"]
2023-04-07 21:28:29.711 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-04-07 21:28:29.712 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.62]
2023-04-07 21:28:29.817 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-04-07 21:28:29.817 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1340 ms
2023-04-07 21:28:30.334 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - Init DruidDataSource
2023-04-07 21:28:30.600 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2023-04-07 21:28:32.240 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2023-04-07 21:28:33.528 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2023-04-07 21:28:33.784 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8082"]
2023-04-07 21:28:33.882 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8082 (http) with context path ''
2023-04-07 21:28:33.887 [main] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - nacos registry, DEFAULT_GROUP dandelion-handler 192.168.91.1:8082 register finished
2023-04-07 21:28:34.959 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2023-04-07 21:28:34.960 [main] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.91.129:5672]
2023-04-07 21:28:37.606 [main] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration - Located property source: [BootstrapPropertySource {name='bootstrapProperties-dandelion-service-impl.properties,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-dandelion-service-impl,DEFAULT_GROUP'}]
2023-04-07 21:28:37.609 [main] INFO  net.syl.dandelion.service.impl.ServiceApplication - No active profile set, falling back to 1 default profile: "default"
2023-04-07 21:28:38.055 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2023-04-07 21:28:38.057 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-04-07 21:28:38.074 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 5 ms. Found 0 Redis repository interfaces.
2023-04-07 21:28:38.209 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=964b6898-c942-3aa5-a7b6-facd6df2b24f
2023-04-07 21:28:38.574 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8081 (http)
2023-04-07 21:28:38.580 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2023-04-07 21:28:38.581 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2023-04-07 21:28:38.581 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.62]
2023-04-07 21:28:38.631 [main] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Created new connection: rabbitConnectionFactory#625a9c5d:0/SimpleConnection@3d8d52be [delegate=amqp://admin@192.168.91.129:5672/, localPort= 52431]
2023-04-07 21:28:38.702 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-04-07 21:28:38.702 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1077 ms
2023-04-07 21:28:38.711 [main] INFO  net.syl.dandelion.handler.HandlerApplication - Started HandlerApplication in 13.358 seconds (JVM running for 14.053)
2023-04-07 21:28:38.719 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=sms-dev.yaml, group=HANDLER
2023-04-07 21:28:38.723 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=email-dev.yaml, group=HANDLER
2023-04-07 21:28:38.727 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=deduplicaiton-dev.yaml, group=HANDLER
2023-04-07 21:28:38.728 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=dandelion-handler, group=HANDLER
2023-04-07 21:28:38.728 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=dandelion-handler.yaml, group=HANDLER
2023-04-07 21:28:38.733 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=ding-ding-robot-dev.yaml, group=HANDLER
2023-04-07 21:28:38.737 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=dandelion-handler-dev.yaml, group=HANDLER
2023-04-07 21:28:38.741 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=discard-dev.yaml, group=HANDLER
2023-04-07 21:28:39.120 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - Init DruidDataSource
2023-04-07 21:28:39.383 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2023-04-07 21:28:39.775 [main] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [192.168.91.129:5672]
2023-04-07 21:28:39.872 [main] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Created new connection: rabbitConnectionFactory#59b65dce:0/SimpleConnection@46f73ffa [delegate=amqp://admin@192.168.91.129:5672/, localPort= 52445]
2023-04-07 21:28:41.207 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2023-04-07 21:28:42.430 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2023-04-07 21:28:42.599 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2023-04-07 21:28:42.613 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8081 (http) with context path ''
2023-04-07 21:28:42.621 [main] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - nacos registry, DEFAULT_GROUP dandelion-service-impl 192.168.91.1:8081 register finished
2023-04-07 21:28:43.690 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2023-04-07 21:28:43.698 [main] INFO  net.syl.dandelion.service.impl.ServiceApplication - Started ServiceApplication in 15.2 seconds (JVM running for 15.923)
2023-04-07 21:28:43.701 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=dandelion-service-impl, group=DEFAULT_GROUP
2023-04-07 21:28:43.702 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - listening config: dataId=dandelion-service-impl.properties, group=DEFAULT_GROUP
2023-04-07 21:32:45.116 [http-nio-8081-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-04-07 21:32:45.116 [http-nio-8081-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-04-07 21:32:45.117 [http-nio-8081-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2023-04-07 21:32:45.625 [http-nio-8081-exec-1] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644332385057148928,"localDateTime":"2023-04-07T21:32:45.612","receivers":Set["2293587790@qq.com"],"response":{"data":null,"msg":"不合法号码","status":"C0004"},"tag":"sendService","templateId":4}
2023-04-07 21:32:45.658 [http-nio-8081-exec-1] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644332385057148928,"localDateTime":"2023-04-07T21:32:45.658","receivers":Set["15219304806","17722819947"],"response":{"data":null,"msg":"消息发送到MQ成功","status":"A0005"},"tag":"sendService","templateId":4}
2023-04-07 21:32:45.763 [sms.notice-2] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644332385057148928,"localDateTime":"2023-04-07T21:32:45.749","receivers":Set["15219304806","17722819947"],"response":{"data":null,"msg":"消息接收成功","status":"H0010"},"tag":"receiver","templateId":4}
2023-04-07 21:32:46.617 [pool-3-thread-1] INFO  n.s.d.support.aop.service.impl.RabbitMQListener - {"@type":"net.syl.dandelion.support.aop.AnchorLog","bizId":1644332385057148928,"localDateTime":"2023-04-07T21:32:46.617","receivers":Set["15219304806","17722819947"],"response":{"data":null,"msg":"消息下发失败","status":"H0042"},"tag":"handler","templateId":4}
2023-04-07 21:34:51.179 [main] INFO  o.a.f.r.taskexecutor.TaskExecutorResourceUtils - The configuration option taskmanager.cpu.cores required for local execution is not set, setting it to the maximal possible value.
2023-04-07 21:34:51.181 [main] INFO  o.a.f.r.taskexecutor.TaskExecutorResourceUtils - The configuration option taskmanager.memory.task.heap.size required for local execution is not set, setting it to the maximal possible value.
2023-04-07 21:34:51.182 [main] INFO  o.a.f.r.taskexecutor.TaskExecutorResourceUtils - The configuration option taskmanager.memory.task.off-heap.size required for local execution is not set, setting it to the maximal possible value.
2023-04-07 21:34:51.182 [main] INFO  o.a.f.r.taskexecutor.TaskExecutorResourceUtils - The configuration option taskmanager.memory.network.min required for local execution is not set, setting it to its default value 64 mb.
2023-04-07 21:34:51.182 [main] INFO  o.a.f.r.taskexecutor.TaskExecutorResourceUtils - The configuration option taskmanager.memory.network.max required for local execution is not set, setting it to its default value 64 mb.
2023-04-07 21:34:51.182 [main] INFO  o.a.f.r.taskexecutor.TaskExecutorResourceUtils - The configuration option taskmanager.memory.managed.size required for local execution is not set, setting it to its default value 128 mb.
2023-04-07 21:34:51.186 [main] INFO  org.apache.flink.runtime.minicluster.MiniCluster - Starting Flink Mini Cluster
2023-04-07 21:34:51.594 [main] INFO  org.apache.flink.runtime.minicluster.MiniCluster - Starting Metrics Registry
2023-04-07 21:34:51.629 [main] INFO  o.apache.flink.runtime.metrics.MetricRegistryImpl - No metrics reporter configured, no metrics will be exposed/reported.
2023-04-07 21:34:51.630 [main] INFO  org.apache.flink.runtime.minicluster.MiniCluster - Starting RPC Service(s)
2023-04-07 21:34:51.642 [main] INFO  o.a.flink.runtime.rpc.akka.AkkaRpcServiceUtils - Trying to start local actor system
2023-04-07 21:34:52.147 [flink-akka.actor.default-dispatcher-5] INFO  akka.event.slf4j.Slf4jLogger - Slf4jLogger started
2023-04-07 21:34:52.228 [main] INFO  o.a.flink.runtime.rpc.akka.AkkaRpcServiceUtils - Actor system started at akka://flink
2023-04-07 21:34:52.240 [main] INFO  o.a.flink.runtime.rpc.akka.AkkaRpcServiceUtils - Trying to start local actor system
2023-04-07 21:34:52.247 [flink-metrics-7] INFO  akka.event.slf4j.Slf4jLogger - Slf4jLogger started
2023-04-07 21:34:52.254 [main] INFO  o.a.flink.runtime.rpc.akka.AkkaRpcServiceUtils - Actor system started at akka://flink-metrics
2023-04-07 21:34:52.263 [main] INFO  org.apache.flink.runtime.rpc.akka.AkkaRpcService - Starting RPC endpoint for org.apache.flink.runtime.metrics.dump.MetricQueryService at akka://flink-metrics/user/rpc/MetricQueryService .
2023-04-07 21:34:52.305 [main] INFO  org.apache.flink.runtime.minicluster.MiniCluster - Starting high-availability services
2023-04-07 21:34:52.319 [main] INFO  org.apache.flink.runtime.blob.BlobServer - Created BLOB server storage directory C:\Users\22935\AppData\Local\Temp\blobStore-86b4800b-8ddc-4b96-9783-5d6ed8607be6
2023-04-07 21:34:52.322 [main] INFO  org.apache.flink.runtime.blob.BlobServer - Started BLOB server at 0.0.0.0:52978 - max concurrent requests: 50 - max backlog: 1000
2023-04-07 21:34:52.331 [main] INFO  org.apache.flink.runtime.blob.PermanentBlobCache - Created BLOB cache storage directory C:\Users\22935\AppData\Local\Temp\blobStore-03632864-e6fd-4206-9196-a026f49b2221
2023-04-07 21:34:52.332 [main] INFO  org.apache.flink.runtime.blob.TransientBlobCache - Created BLOB cache storage directory C:\Users\22935\AppData\Local\Temp\blobStore-5d209a8b-293a-45da-88df-5ed0ee964561
2023-04-07 21:34:52.332 [main] INFO  org.apache.flink.runtime.minicluster.MiniCluster - Starting 1 TaskManager(s)
2023-04-07 21:34:52.337 [main] INFO  o.a.flink.runtime.taskexecutor.TaskManagerRunner - Starting TaskManager with ResourceID: 9f1b1494-c574-41de-b7d0-a2ec8b982d5e
2023-04-07 21:34:52.350 [main] INFO  o.a.flink.runtime.taskexecutor.TaskManagerServices - Temporary file directory 'C:\Users\22935\AppData\Local\Temp': total 153 GB, usable 31 GB (20.26% usable)
2023-04-07 21:34:52.355 [main] INFO  o.apache.flink.runtime.io.disk.iomanager.IOManager - Created a new FileChannelManager for spilling of task related data to disk (joins, sorting, ...). Used directories:
	C:\Users\22935\AppData\Local\Temp\flink-io-2f1003ad-3c33-4dc0-b8e2-57e4f644d6be
2023-04-07 21:34:52.366 [main] INFO  o.a.f.r.io.network.NettyShuffleServiceFactory - Created a new FileChannelManager for storing result partitions of BLOCKING shuffles. Used directories:
	C:\Users\22935\AppData\Local\Temp\flink-netty-shuffle-6e9b7896-9edf-4157-be05-00c985ad8358
2023-04-07 21:34:52.397 [main] INFO  o.a.f.runtime.io.network.buffer.NetworkBufferPool - Allocated 64 MB for network buffer pool (number of memory segments: 2048, bytes per segment: 32768).
2023-04-07 21:34:52.410 [main] INFO  o.a.f.runtime.io.network.NettyShuffleEnvironment - Starting the network environment and its components.
